i,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,forced_board,winner,confidence
972,O, , , ,X,X, , ,X, , ,O,O, , ,X, ,X,O,O,O, , ,O, ,X, , , ,X,X,O,O, ,X, , ,X,X, , ,O, ,X, , ,O,X,O, ,X, ,X,X,X, ,X, , , , , ,O,O, , ,X,O, ,O,O, , ,X, ,O,O,O,O, ,X,,X,212.5
973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, ,O, , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , ,X, , , , , ,8.0,X,1.5
975, ,X, , ,O,O,X,O,X,O, , , ,X, , , , ,X, , , , , ,X,O,O, , , , , ,O, , , ,X, , , , , ,X, ,O,X, ,X, , , , , , ,O, , , ,O, , ,O,O,O, , ,X, , ,X, ,X, ,O,O, , , ,X,X, ,8.0,O,-150.0
976,X,O,O,O,X,X,X,O, , , ,X,O,O,O,O, ,X,O,X,O,X,O,X,X,X, ,X,X,O, ,X,X, ,X, ,X,X,X,X,O,O,O, ,O, , ,O,O,O,O, , ,X,O, ,X,O,X, ,X,O,O, ,X,O, ,X,O,O, ,O,X, , ,O,X,X,X,X,O,,Draw,0.0
977, , , ,X, , ,X, , , ,O,X, , ,X, ,O,X, ,O, , ,X, , , , , ,X, ,O,O,O, , , ,O, , ,O,X,O, ,X,O, ,X, ,X, , , ,O, ,O,X, , ,O, , ,O, , , ,O,X, , ,X,X,X, ,O, ,X, , , ,O, ,0.0,X,161.5
978,X,O, , , , , , ,O, ,X,O, , ,O, ,X, , , , , , , ,X, , , , , , , ,O,O,O, ,X, , , ,O, ,O, , , ,X, ,X,X, ,X, , ,O,O, ,X, , , ,X, , , ,O, ,X,O, , , , , , ,X, , , , , ,2.0,O,3.0
979, , , , ,O, , ,X, , , , ,O, , ,X,X, , , ,X, ,O, , , ,X, , , , , ,X,X, , ,X,X, , , , , , ,X, ,X,O, , ,O, , , , , ,O, ,O,X, , , ,O,O, , , , , , , , , , ,O, , ,O, , ,1.0,O,3.5
980,X,O, ,X,X, , , , ,X, , , ,O,X, , , , , , , , ,X, , , , , ,O,X, , ,O,X, ,O, , ,O,X,X,X, , ,O, , , ,O, ,O, , , ,X, ,O, , , ,X,X,O,O, , , , , , , , , , , , , ,O, , ,0.0,Draw,3.0
982, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , ,4.0,X,0.0
983,X,X, ,X, ,O, , ,O,X, ,O, , , , ,O, , , , , , , , , ,X, , , ,O,O,O, , , , ,X, ,X, , , , , ,O, , ,X, , ,X, , , , , , ,O,X,O, , , ,X, , , , ,X, , , ,O, , , , , ,O,X,1.0,Draw,108.5
984, , , , , , , , , , ,O, , ,O,X, , , , , , , , , , , , , ,X, , , , , , , , ,X, , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0,O,0.5
986,X,X, , , ,X, ,O,O, , , , ,O,O, ,X,X, ,O, , , ,O, ,X,O,X, , , , , , ,O, ,O, ,X, ,O, ,X, ,X,O,O, ,X,X,X,X, ,O, ,O,O, ,X, , ,O, ,O, ,X, ,O,X,X, ,X, ,X,X,O, ,O,O,O,X,1.0,X,429.5
988, , ,O, ,X, , , ,X, , ,O,O,O,O, , ,O,X,X, ,O,X,O,O, , ,O, , ,X,O,X, ,O,O, ,X,O,O,X,O,O,O,X, ,X,X,X, ,O,X, , , ,X, ,X,X,O, ,O, , ,X,X,X,O, ,X,X,X,O, ,X,X,X, ,O,O,O,5.0,Draw,-54.5
989, , ,X, ,O, , , , , , , , , , , , , ,O, , ,X, ,O, , , , , ,O, , ,O, , , , , ,X, , , , ,X, ,X, , ,X, , ,X, , , , , , ,O, , , , , , , , , ,O, , , , , , , , , , , , ,0.0,X,107.0
990, ,O, , ,O, , ,O, ,X, ,X, , , ,X, , ,X, ,O,O,O, ,O, , ,X, ,X, ,O, , ,O,O,X, ,X, ,X,O, , ,X, , , ,X, , , , , ,X,O, , ,X, ,O,O,O,O, ,X,X,X, ,X, , ,O,O, ,X, , ,X, , ,3.0,O,10000.0
991, , , , , , , , ,X, , , , , , , ,O, , , , , , , , , , , ,X, , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , ,X, , , ,O, , , , , ,8.0,Draw,0.0
993, , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0,X,1.5
994, , ,X,X,X,O, , ,X, , , ,X,O,O, , , ,O, , , , , ,X, ,O,O,X, ,X,O,O,X, , , ,X, ,O, , ,X,X, ,X, ,X, , , , , ,X,O, ,O,O, , , , ,X,O, , , , , , , , , ,X, ,O,O, ,O, , ,1.0,O,5.5
995, ,O,O, , ,O, ,X, , ,O, ,X, ,O,X, ,O,X, , ,O,X, ,X, , ,X,X,O,X,O, ,O, ,O, ,X, ,O, , , , ,X,O, , ,X, ,O,X, ,X, , ,O,O,O,X, ,O,O, , ,X, , ,X,X,O, ,X,X, ,X, , ,X,O, ,,O,10000.0
996, , , , , , , , , , , , , , , , , , , , , ,O, , , ,X, , , , , ,X, ,O,X, , , , ,O, , , , , , , , , , , , , , , , ,X, , , , , ,X, , , , , , , , ,O, , ,O,X, , , , , ,7.0,Draw,0.5
997, , ,X,O,O, , , , ,X, , , ,X, , ,X, ,X,O, , , , , , , , , ,O, , ,X,X, , , ,O, ,X, ,X, , , , ,O, , , , , ,O, ,O,O, , ,O, ,X, , , , , ,O, , ,X, , , , , , , , , , , ,1.0,Draw,105.0
998, , , , , , , , , , , , , , , , ,X, , , ,X, , , , ,O, , , , , , , , , , , , , , ,X, , , ,O, , , , , , , , , , ,O, , , , , , , , , ,O, , , , , , , , , , , , ,X, , ,7.0,X,3.0
1000, , ,X, ,X,O, , , , , ,O,X, , , , , ,O,O,X,X, ,X,X,O, , , ,O, , ,O, ,X,O, , , , , ,O, ,O, ,O,X,O,O, ,X, ,X,X, , ,X, , ,X, ,O, ,X,X,O, , , ,O,X,O, , , ,X,X,O, , , ,1.0,O,106.5
1002, , , ,O,X,X, ,O, , , , ,O,X,O,X, ,O,O,O,O, , , , ,X, , ,X,X, , ,O, , ,X,X, ,X, ,O,X,X,X,O, ,X,O, ,O, ,X,X, ,O, , ,O, ,O, , ,O, ,O, , ,O, ,X,O,X,X,X,X,X,O, , , ,O,,X,207.0
1003, , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , ,1.0,O,2.5
1005,X,O,O, ,O,O, , ,X,X,O,O,X,X,O,O, ,X, , , ,O,O,O, ,X, ,O,O, ,X,X, , ,O,O,X, , ,X, , ,X, , , ,X,X,O,O,X, ,X, ,O, ,X, , , , ,X, ,O, , ,X,O,X, , ,O,X,X,X, , , ,O, ,O,0.0,X,269.5
1006, , ,X,X,O, , ,O,O, ,O, ,O,O, ,X,X, , ,X, , , ,O, ,O,X,X,X,O, , ,X,O,X, , ,X, ,X,O,X,O, ,O,X,O,O,O,X, , ,X,O,O, , ,O,X,X,X, , ,X, , ,O,X,X,O,O,X,O, ,X,X, ,O, ,O,X,3.0,O,7.5
1007,X, , , , ,O, , , , , , ,O, , , , , , , , , , , , , , , ,X, , , , ,X, , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , ,5.0,O,2.0
1008,O, ,X, ,O,X, ,O,X,X, , ,X,O,X,O, ,O,X, ,O,X,O,O,X, , , ,O,X,X, ,O,O,O, ,O,X,X, ,X,O,O, ,X,O,X, ,O,X, , ,O,X,X,O, ,X, ,X, ,X,O,O, ,O, ,X, ,X,X,O, ,X,O,O,O, ,O,X,X,,X,261.0
1009, , ,X,O, ,O, ,X, ,O,X,O,X,X, , , ,X,X,X, , , , ,X,X, ,O,O,O,X, ,O,X, , ,X,O, , , ,X, , , , , ,O,X, , , ,X, , , , ,O,O, , , , , ,O, , ,O, , , ,O, , ,O,X, , , , , ,2.0,O,110.5
1010, , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , ,O, , , , , , , , , ,8.0,O,1.5
1012,O, , ,O,X, ,O,O,X,X,O, ,O,X,X, ,X,O, ,O,X,X,O,X,X,X, ,X,X, , , ,O,X,X,O, ,O, , ,O, ,O,O, ,X, ,O, ,X, ,O,X,X,X,O,O, ,X,O,X,O,O,X,X,O,O,X,O,X,O,X,O,X,O,X,X, , ,O, ,,O,10000.0
1013, ,X, ,X, , ,O, , ,X,O, , , , ,X, , , , , , ,O, ,X, , , , , , , ,O,O, , , , , ,X,X,O, , , , , ,X,X,O, , , ,X,O, ,O, , , ,X,X,O,O,O, , , , , ,X, , , , , , ,X, ,O, ,3.0,O,5.0
1014,X, , , ,X, ,X,O,X, ,X, ,O,O,O, ,O,X,X, ,O, ,X,X, ,O,O,O, ,X,O,X, ,X,X, ,O,O, ,O,X,X,O,O, ,O,O,X,O, ,X, ,O,O,O,X,O, , ,X, ,O, , ,X,X,X,X, ,X, ,O,O,X,O,X,O,X, ,O,X,8.0,Draw,4.5
1015, , , , ,O,X, , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,X, ,X, ,O,O, , ,O, , , ,O, , , , , , , , , ,X, , , , , , , , , , , , , ,X, , , ,7.0,O,106.5
1016,O, , ,O,X, , ,O,X, , ,X, , ,X, , ,X,O,O,X,O, ,O,O,X,X, , ,X,O, ,X, , ,X, , , , , ,O, ,O,O, ,O,X,O,X,X,O,X,X,X, , ,X, ,X, , ,O,X, ,O, ,X,O,X, , ,X,O,O,O,X,O,O,O,X,4.0,Draw,-168.5
1017,X, ,O,X, , ,O, , ,O,X,O, , , , ,O, ,X,X, , , , , ,X, , ,X, ,O, , , , , , , , , , , , ,O, , , , , ,X, , , , ,O, , , , , , ,X, , ,O, , , ,O,X, , , , , , , , , , , ,7.0,X,2.0
1018, ,O, , , , ,X,X,X, , , , ,X, , ,X,X,O, , ,O, , , , , , , , , ,X,O, ,O,X,O, , ,O, , ,O, , ,X, , ,X,X,O,X, ,O, , , ,O,O,X,X, ,O,O,O,X, , ,X, , , , , ,X, ,X, ,O,O,O,3.0,O,-45.5
1019, , , , , , , ,O, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, ,O, , , , , , , , , ,X, , , , , ,O, , ,7.0,X,2.0
1020, , ,X, ,O, , , ,O, , , , , , , , , ,X, , , , ,O, , ,O, , , , ,O, , , , , , ,X, , ,X, , ,O,O, , ,O, ,X, , , , , , , , , , , , , , , , , , , , , ,X, , ,X,X, , , , ,3.0,X,0.5
1021,O, , , ,X, , , , , , , ,O, , , , , , , , , ,X, , , , ,X, , , , , , , ,X, , , ,O, , , ,O, , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , ,O, , , , , , ,7.0,O,4.5
1022, ,X,X, , , , ,O,X, , , ,O,O, , , , , , ,O, , ,O, ,X, , , , , , ,X, ,O, ,O, , , , , ,X,O, , , , , ,X, , , ,O,O, , , , , , , , ,X,X, ,X,X, , ,O, , , ,X, , , , ,O, ,7.0,O,107.0
1023,X,O, ,X, , , ,O,X,O, ,O,X,X,O,X, ,X,O,O,X,X, , ,O,X, ,X,O,O, , , , ,O, , , ,X, ,O, ,X, ,O, ,X, , , , ,X, , , ,X,X, ,O,O, ,O, ,O,X,X,O,X, , ,X, , ,O, , , , ,O,O,X,2.0,Draw,-2.0
1024, ,O, , ,O,X,O, ,X,O,X, , ,O,X,X, ,O, , , ,X,O,O, ,X, ,X, ,X,O, ,O, ,X, ,X,X,X,X, , , ,O,X, ,O,O,O,X,X,X,X,X, ,O, , , ,O,X, ,O,X,X, , ,O,O, ,O, , , ,O,O,O,O, , ,X,,X,10000.0
1025,X, , , ,X,O, ,O, , , , , , , ,O,O, , , , ,X, , , , , ,O, , , , ,O,O, , , , ,X,X, , ,O, , , ,X, ,X,O, , ,O, ,O,X, , , ,X,X, ,O, , , , ,O,X,X,X, ,X, ,O, , , , , ,X,2.0,O,1.0
1026, , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , ,O, , , ,X, , , , , , , , ,O, , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0,X,2.0
1027, , , , , , , , , , , , , , , , , , , , ,X, ,O,X, , ,O, , , , , , , ,O, , , , ,X, , , , , , , ,O, , , , ,O, , , , , , , , , , , , ,X, , , , , , , , , , , ,X, , , ,7.0,Draw,1.0
1028,X,X, , , , ,O, , , , , , , , ,O, , , , , , , ,X, ,O, , , , , ,X, , , , , , , ,O, ,O, , , ,O, ,O, , , ,X, , , , ,X, ,X, , ,O, ,O, , , , , , ,X, , , , , , ,X, , , ,7.0,X,4.0
1029, , , , , ,O, , , , , , , , , , ,O, ,X, , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , ,O,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.0,O,2.0
1030,X,O, , , , , , ,O, , , ,X, , , , ,O, , , , ,O, , , , , , , , ,O,O, , ,O,X,X,X, , , , , , , , , ,X,O, , , , , , , , , , , , , , , , , ,O, , , , , , , ,X, ,X, ,X, ,,X,305.5
1031, , , ,O,O, , ,O, ,X,X, ,O,X, ,O,O, ,X,O,O,X,X, , ,X, , ,X, ,O,O,X,O,X, ,X,O,O,X, ,O, ,X,O, ,X,O, ,X, , , ,X, , ,O, , , ,X,X,X, ,O,X,X,O,O,O,X,O, , ,X,X,X,O, , ,O,3.0,Draw,256.5
1032, ,X, , ,X, , ,O, ,O, , , , ,O,X, , , , , ,O,O,X, , ,X, ,X,X, , ,X, , ,O,X, , ,X,O, ,O, , , , ,O,O,X,X, , ,O, ,O,O,O, , ,X,X, , , ,X, , ,O,O, , , , ,O, , , ,X,X, ,2.0,Draw,3.0
1033, , , , ,O, , ,O,X, , ,X,X, , ,O,O, , , , , , ,O, , , , , , ,O, ,X,X,X,O, ,O, , , , ,X,O,X, , , ,X,X, ,O, ,O,X,X,X,O, ,O,O,O, ,O,X, , ,X,X,X, , ,X,O, ,O,O, ,X, ,X,2.0,X,-52.5
1035, , , , ,X, , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , ,X,X, , , , , , ,O, , , , , , , , ,O, , ,4.0,O,0.0
1036, , , , , , , , , , ,X, , , , , ,O, , , , , , , , , ,O, , , , , , , , , , , , , , , , , ,X, , , , , , ,O, , , , , , , , ,X, , , ,O,X, , , , ,X,X, , , , ,O,X, ,O, ,6.0,O,0.5
1037, , , ,O, , , , ,O,X, , , , ,X, , , , , ,O,X,X, , , , , ,O, , , , ,X, ,X, , , , , ,O,O, , ,X, ,X, , ,O, , , , , , ,O,X, ,X, , , , ,O, , , , , , , ,O, , , , , ,X, ,6.0,X,-5.0
1038,O, , , ,O,X,O,X,X, , , , , , , , , , , , , , , , , ,X,X, , , , , , , , , , , ,O,X, , , ,X,O, , , , , , , , ,X, , , , , , , , , , , , ,O, , , , ,X, ,O, ,O, , , ,O,4.0,Draw,49.5
1039, , , , ,X, ,O,O,O, , ,O, , , , , , ,X, ,O, , ,X, ,X,X, , , ,O, ,X, ,X, ,O, , , , , ,X,X,O, , ,O,O, , , ,O,X,O, , , ,X, , ,O, ,X,X,X, ,O, ,X,O, , , , ,X,X,X, ,O,O,4.0,X,-157.5
1041, , ,X, , , , , ,O,O,X, ,O, ,O,X,O,O, ,O,X, ,O,O, ,O, , ,X,X, , , ,O, , ,X, , , , ,O,O, , , ,X, , ,X, ,O,X,X, , , , , ,O,X,X,X, ,X, ,X, ,X, ,O,O, ,X,O,O,X, ,O, ,X,4.0,X,266.0
1042,X,O,O,O, ,O,X, ,O, ,X, ,O,X,O,X,X,O,O,X, , , ,X,O,X,O,X,X, ,X,O,O, ,X,O,X, ,X, ,X,X,X, ,O,X,X,O,X, ,O,X,O,X,X,O,X,O,O,X,O, ,O, ,O,O,O,O, ,O,X,O,O, ,X, ,X,O,X,X,X,,X,-10000.0
1043, ,X, , , , , ,X, , , ,X,O, ,O, , ,O,O, ,O, , ,O, , ,X,O,O,X, , , , , , , , , , , , , , , , ,X, ,X, , , , , , , , , , , , , , ,O, , , , , , , , , ,X,X,X, , , , ,O,0.0,O,157.5
1044, ,X, ,O,O,O, , , , , , , , , , ,O, ,X, ,O, , ,X,X, , ,O, , ,X, ,X,O, ,X,X, , , , ,X, , , ,O, ,O, ,O,O,X,X,X, ,O, , , ,X, , ,O,X, ,X,O, , , , , ,X, ,O, , , , ,O, ,1.0,Draw,-40.0
1045, , , , ,O, , , , , , , , , , , , , , , , ,O, , , , , , , , ,X, ,O, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , ,O,O, , ,X, , , ,X, , , , , , , , ,X, , ,4.0,O,2.5
1046, , , , , , , , , , , , , , , , , , ,X, , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , ,X,O,0.0,O,0.5
1048,X,O,X, ,O,X,O,X, ,O,X,X,O,X,X,X,O, , ,X,O,O,X,O,X,O,X,X,X, , ,O,X, , , ,O,O,X,O,X,X, ,X,O,O,O,O, , ,X,O,O, ,X,O, ,X,X, ,O,O,X, ,O,O, ,O,X,X,X,X,O, , , ,O, ,O,X, ,4.0,X,-10000.0
1049,X,O, , , ,X, , , , , ,X,X, , , ,X,O, , , , ,O,O, , , ,O, , , , ,O, , ,O, ,O, ,X, , ,O, , ,O,X, , ,X, ,X,X, , ,O,O, , , ,X, , , , , , , ,O, , ,O, , ,X,X,X,O, , ,X,2.0,Draw,106.0
1050,X, ,O, , ,O, ,O,O,X, , ,X,X,X, , ,O,X,X,O,O, ,X,O,O,X,O, , ,X,O,X, ,X,O,X, ,X, , ,X, , ,O,O,O,O,X, , , , , , , ,O,O,O,X,X, , , , ,X, , ,O,X,O,X,X,O,X,O, , ,O,X,X,2.0,O,367.5
1052, , , , , , , , , , ,O, ,X, ,X, , ,X, ,X, , , , , , , , , , ,O, , , , ,X, , ,O, , , , , , , , , , ,X, , ,O, , , , , , , , , , , , , , , , , , , , ,O, , , ,O, , , ,7.0,X,4.0
1053, , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , ,0.0,X,1.5
1055, ,O,O, ,O, ,X, , ,X, , , , ,O,X, ,X, ,O,X, , ,X, , , , ,O, , , ,O,O,O, ,X,X, , , , ,O, ,O,O, , ,X,X,X, , ,O, , ,O,X,O,X, , ,X, , , , ,X, ,O,X, ,X, , ,X, ,O, ,O, ,6.0,X,215.5
1056,X,O, ,O, , , ,X, ,O,X,X, , , ,X, , , , , ,O, , ,O,X, ,X, , ,O,X, ,X, , , ,O, , , , , , , , , , , , , , , ,X,O, , ,X, ,O,X, ,O, ,O, , ,X, ,O, , , , ,X, , , , ,O, ,4.0,X,0.5
1057, , ,X,X, , ,O,O, ,X, ,X, , ,O, , , ,O,O, ,O,X,O, , ,O, ,X,X,O,X, ,O, ,X,O, ,X,O, , , ,O,O, , ,X, ,O,X, , ,X, , , ,O,X, ,X,X,X,X, ,O, , ,O,O,X, , ,O,X, ,X,O,X,X,O,2.0,X,-265.0
1058,X,X,O,O,O,X,O,X,O,X,O,O,X,X,O,O,O, ,O,X,O,O,O,X, ,X,X,X,X,O, ,O, ,O, , , ,O,X,X, , ,O, ,X,O,O,X, , ,X, ,O, ,O,X,X, ,X, , ,X, , ,X,X, , ,O,O, ,O,X, , ,X, , ,X, ,O,,X,10000.0
1059, ,O, , , , , , ,X, , , , , ,X,O,O, ,O, , ,X,X,O, ,O, , , , , ,O, ,O,O,O, , ,X,X,O, ,X,X, , ,X,O,X, ,O,X, ,X,X, ,O,X,O, ,X, , , ,X, , ,O,X, ,X,X, , ,X, , ,O,O,O, ,7.0,X,-53.0
1060, , , , ,X, , , , , ,O, , ,X, ,O,X, , , , , ,X, , ,X, , , ,O, , , , ,X, , ,X, ,X,O,X,O,X,O,O,X,X, ,O,O, , ,X, , , , ,O,X,X, ,X, ,O, , ,O,O,O, ,O, , ,O,O, ,X, ,X, ,2.0,O,8.5
1061,O, ,X,X,X, ,X, , , , ,O,X,X,X,X, , , ,O,X,X,O, ,X,X,O,O,X,X,O, ,O, ,O, , , ,O, ,O, ,O,X,X,X, , , , ,O,X,X,O,O,O,O, , ,O, , , , ,O, ,O,X, ,X,O,X,X,O, , , , ,X,O, ,,O,10000.0
1062,X,X,O,O,O, ,X, , ,X,O, , ,X, , ,X, , , ,X,X,X, ,O, , ,O, , , , ,O, , ,X, , ,O, , ,O, , , ,O, , , , ,X, ,X, ,X,O, ,X, , , , ,X, , ,O, , , ,O, ,X,O, , , , , ,O,O, ,4.0,O,-0.5
1063, ,X, , , ,X, , , ,X, , , , , , , ,O, , , , ,O, ,O, , , , , , , , , , , , , , , , , ,X, , , ,O, , , , , , , ,O, ,X, , , , , , ,O, , , , , , ,X, , , ,X, , , , , , ,0.0,O,2.5
1064,X,O,X,O,O,O,X, ,X,X,X,O,O,O,X,X,O,O,O, , ,X,X, ,O,X,O,O,X, ,X,O,X,O,X, , ,X,X,X, ,X, ,O,X, ,O, , ,O, ,O,O, ,O,O, ,O,O, ,X,X,O,X,X, ,X,O,O,X,O,O,X,X,X, ,O,X,X,X,O,3.0,O,10000.0
1066, ,X,O,O, ,X,O, ,X,O,X, , , , , ,O,O,X,X, ,X,O,O, ,X, , , ,O,O,X,X,X,O,X,X, ,X, ,O,X,O,X, ,X, ,O,O,O,X,X,X,O, , ,X,X, ,O,O,O,X,O,O,O,X,X,O, ,X, ,O, , ,O,O, ,X,X, ,5.0,Draw,108.5
1067, , ,X, ,X,X,X,O,O, ,X,O, ,O, ,O, , ,O,X, ,O,X,O,X, ,O,X, , , ,X,X,X, ,X,O,O, ,O,X, ,O,O,X,O, ,O,O,X,X,X,O,O, ,O,X,O,O,O,X, ,X,X,X,X, , ,O, , ,X,X, ,O, ,O,X,O, , ,,Draw,0.0
1069, ,X, ,O, , ,X, , ,O,O,X,O,O,O, ,X, , ,O,X,X,X,O,X,X,O,O,X,X,O, ,X,X,X, ,X,X, , , , , , , , , ,O,O, , , ,X,X, ,X,O,X,O, ,O, , , , ,O,O, ,X,O,O, , ,X,O, , , , , , ,4.0,X,107.0
1070, , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , ,X, , , , , ,O, , , , , , , , , , , , , , , , , , , ,7.0,Draw,2.0
1071, ,O, , , , , ,O, ,X,O,X, ,X, , , , , , , ,O,X, ,X,O, ,X, , , ,O, ,O,X, , ,O, ,X,X,O,O,O,X, , ,O,O,X,X, , , , ,O, , ,O, ,X,X, , ,X,X,X,O,X, ,O, , , , , , ,O, , , ,1.0,Draw,111.5
1073,X, , ,O, ,X, , , , , , , , ,O, , , , , , ,O, , , , ,O, ,X,X, , , , , , , , , , , , , , , , , ,X, , , ,O, , , , , , , , , , ,X, , , , , , , , , ,O, , , , , , , ,X,8.0,X,-0.5
1074, , , , ,O,O, , , , , , , , , , , ,X, , , , , , , , , , , , ,O, , ,X,X, , , , , , , ,X, , ,X, , ,X, , , , , , , , ,O, ,O, , , ,X,O, , , , , , , ,X, , , , , , , ,O,0.0,O,48.0
1075, , ,O,X,X,X, , , ,X, ,O, , , ,X, ,X, ,O, ,X,X,X, ,X, , ,O,O, ,X, ,O, ,X,O,X, ,O,X,X,X,O,O,O,O,X, ,O,O,X,X, , , ,O,O,O, ,X, ,O, , ,O,X,O, , , , ,O, , , ,O,X,X, , ,6.0,X,-271.5
1076, , , , , ,O, ,O, , , , , ,O,X, , , ,X, ,O, ,X, , , , , , ,O, , , , ,X,X, ,O, ,X, ,X, , , ,X,X, ,O, , , , , , , , , , , , , , , , , , , ,O, , ,X, , ,X,O, , , , ,O,5.0,X,-2.0
1079,O,X,X,X,X,X,X,X, ,O,O,X,X,X,O,O,O,O,X,O,X,O,O,O,O,X,O,O,X,X,O,O, ,X, , ,O,X,O,X,X, ,X, ,X,O,X,X, ,O, , ,X,O,O,O,X,O, ,X, ,O,X, ,X,O, ,O,X,O,X,X,O,X,O, ,O,O,X,O,X,4.0,Draw,0.0
1080,O,O, ,O,O,X,X, ,X,X, , ,X, ,O,X, ,O,X, , ,X, , , , ,X,O,X,O,O,O, ,X,X,O, ,O,O,X, ,X, , , ,X,X, , ,X,O, ,X, , , , ,O, , , ,O,O,X,O, , , ,O, , , ,O, ,O,X,X,X,X, ,O,6.0,X,-473.0
1081, , , , ,X,O, ,X,O,O, , , , ,X,X,O,O, , , , ,O, , , ,X, , ,O, , ,X,O, , ,O,X, ,O,O,X, , , ,X, , ,X,X,O,X,O,O, , , , , ,O, ,X,O, ,O,X, ,X,X, , ,O,X, , ,X, , ,X, , ,6.0,X,-57.0
1082,O,X,O,O,X,O,X, , ,O, ,O,O,O, , , ,O,X,X, , ,O,O,X,O,O,X, ,X,O, ,O, ,X, ,O, ,X, ,X, ,X,X, ,X,X,X,X,X,O, , ,X, ,X, , ,O,O, ,O, ,X, ,X, ,O,O, , ,X, ,X,O,X, , ,O, , ,6.0,X,-196.0
1083, , ,O,X,O, , ,O, , , , ,X,O, , , ,O,O, ,X,X, ,O,X, , ,X,X,O, , ,O,O,O, , , ,O,O,X, ,X, ,O,X,X,X, ,X, , , , ,X, ,O,X, ,O,O,X, , , , , ,X,O,O, ,X, , , ,O, , ,X,X, ,2.0,X,307.5
1084,X,X, , ,O,O, ,X,O,X, ,X,X, , ,O,O, , ,O,X,X,X, ,O,O, ,O,O, ,O,X, ,X,O,O,O, ,X,X, , ,O,O, ,X,X, ,O, , , , , ,O, ,O,X,X, ,X,O, ,X, ,O,X,O,X, ,X,X, ,O, , , ,O,X, ,X,0.0,O,209.0
1085, , , ,O, , , , , , , , , , ,X, , ,X,X,O, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , ,5.0,Draw,-1.0
1086,O, , ,X, , , ,O,O, ,O,O,X,O, , , , , ,X, , , , ,X,X,O,X, ,O, , , , , , , ,X, , , , , , ,O, , , , , , , , , , , , , , , , ,O,O,X, ,X,O, , , , , ,X,X, , ,X, ,X, , ,3.0,X,2.5
1087, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O,O, , , , , , , , , , , , , , , , , , , , , , ,X, , , ,X, , ,O, ,X, , , , , , , , , , , , , , ,1.0,O,0.5
1088,X,O, , , ,O, ,X,X, , ,X,X, ,X, ,X, ,O,O,X, , , , ,O, ,O,O, , ,O,X, , , ,X, , ,X, , ,X, , , , ,O, ,O,X, , ,O, , , , ,O, , ,O, ,O,O,X, , , ,X, , , , , ,X,X, , , ,O,,X,-100.0
